name;elevation;latitude;longitude;continent;country;range
Gunung Korbu;2183;4.68333;101.3;Asia;Malaysia;
Çal;2182;36.86618;29.12078;Asia;Turkey;
Gunung Yong Belar;2181;4.743413;101.340637;Asia;Malaysia;Malay Peninsula
Gunung Gayong;2173;4.760776;101.37351;Asia;Malaysia;Malay Peninsula
Gunung Chamah;2171;5.134334;101.342441;Asia;Malaysia;Malay Peninsula
Mt. Toyangan;2170;16.569444;120.738056;Asia;Philippines;
Hua Shan;2160;34.29;110.05;Asia;China;
Mt. Ugo;2150;16.318;120.801;Asia;Philippines;Luzon
Mount Batu Puteh;2132;4.222048;101.441402;Asia;Malaysia;
Madja-as Mountain;2117;11.389083;122.162132;Asia;Philippines;Visayas
Qbatta;2085;11.22285;91.386239;Asia;Thailand;Adirondacks
Mt. Banahaw;2000;14.066667;121.483333;Asia;Philippines;
Baba Dagi;1989;36.52842;29.185196;Asia;Turkey;Taurus Mountains
Mt. Isarog;1966;13.6667;123.383;Asia;Philippines;Luzon
Hallasan;1950;33.361667;126.529167;Asia;Korea, South;
Mt. Guiting-guiting;2058;12.4134;122.568;Asia;Philippines;
Mount Talinis;1903;9.242761;123.17625;Asia;Philippines;
Mount Mandalagan;1884;10.636969;123.2361;Asia;Philippines;
Marapara Daku Peak;1873;10.637351;123.195799;Asia;Philippines;
Jabal Umm ad Dami;1854;29.308333;35.429167;Asia;Jordan;
Lady Finger;1829;36;74;Asia;Pakistan/China;Karakoram 
Jebel Qihwi;1794;26.2333;56.35;Asia;Oman;
Peak 19th Party Conference;1794;39.3833;72.9667;Asia;Kyrgyzstan;Pamir
Mount Guinsayawan;1788;9.338494;123.148764;Asia;Philippines;
Yagumyum Peak;1700;9.256968;123.190134;Asia;Philippines;
Acho;1684;36.227;53.1633;Asia;Iran;Alborz
Marapara Peak;1683;10.6655;123.17914;Asia;Philippines;
Kalsubai;1646;19.35;73.42;Asia;India;
Mount Aso;1592;32.8844;131.1039;Asia;Japan;Kyushu
Marapara West Peak;1565;10.663331;123.1758;Asia;Philippines;
Mt. Malinao;1548;13.4667;123.6;Asia;Philippines;Luzon
Sicaba Diotay Peak;1536;10.770094;123.233243;Asia;Philippines;
Pik Petrovski;1497;39.458349;72.884038;Asia;Kyrgyzstan;
Marapara South Peak;1490;10.660758;123.17859;Asia;Philippines;
Mount Pinatubo;1486;15.1422;120.349;Asia;Philippines;Luzon
Dinamlagan Peak;1475;10.782744;123.221768;Asia;Philippines;
Takhte Soleyman;1463;36.604297;47.234859;Asia;Iran;Alborz
Myra Ii;1448;39.4333;73.0333;Asia;Kyrgyzstan;Pamir
Makawili Peak;1412;10.672145;123.160007;Asia;Philippines;
Sicaba Dacu Peak;1379;10.799443;123.24073;Asia;Philippines;
Calaptan Peak;1348;10.764448;123.201807;Asia;Philippines;
Mount Masaraga;1328;13.32;123.6;Asia;Philippines;Luzon
Gawahon Peak;1310;10.778463;123.209567;Asia;Philippines;
Tarak Ridge;1288;14.5058;120.492;Asia;Philippines;Luzon
Gunung Ledang;1276;2.33333;102.667;Asia;Malaysia;
